Resource Name,Cloud Provider ID,Object Type,Native Type,Tags,Subscription,Projects,Cloud Provider,Policy ID,Policy Short Name,Policy Name,Policy Type,Severity,Result,Compliance Check Name (Wiz Subcategory),Category,Framework,Remediation Steps,Assessed At,Created At,Updated At,Subscription Name,Subscription Provider ID,Resource ID,Resource Region,Resource Cloud Platform
rl-dna-eu-prod-restricted-analytics-role,arn:aws:iam::450518371872:role/rl-dna-eu-prod-restricted-analytics-role,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"", ""Name"":""rl-dna-eu-prod-restricted-analytics-role"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:57Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,26e796e2-4332-5a2f-a593-06d91e452a01,,AWS
rl-dna-eu-prod-restricted-support-role,arn:aws:iam::450518371872:role/rl-dna-eu-prod-restricted-support-role,UserDirectory/ServiceAccount,IAM Role,"{ ""Name"":""rl-dna-eu-prod-restricted-support-role"", ""Project"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:57Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,dec21c0e-74db-5d8d-ac80-e87b5130c2e1,,AWS
rl-forecast-report-role-ro4abci3,arn:aws:iam::450518371872:role/service-role/rl-forecast-report-role-ro4abci3,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""forecast"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:57Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,847c26e1-d6e2-543c-a7de-ee7e4190c015,,AWS
rl-netezza-dev-glue-role,arn:aws:iam::450518371872:role/rl-netezza-dev-glue-role,UserDirectory/ServiceAccount,IAM Role,"{ ""Environment"":""dev"", ""Project"":""Migration"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:57Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,5560a22e-1a58-57d0-841d-4d43599f9cd2,,AWS
rl-dna-eu-prod-restricted-glue-role,arn:aws:iam::450518371872:role/rl-dna-eu-prod-restricted-glue-role,UserDirectory/ServiceAccount,IAM Role,"{ ""Name"":""rl-dna-eu-prod-restricted-glue-role"", ""Project"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:57Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,66b9cb06-4064-568d-a62a-d140f97de694,,AWS
rl-forecast-report-role,arn:aws:iam::450518371872:role/rl-forecast-report-role,UserDirectory/ServiceAccount,IAM Role,"{ ""environment"":""prod"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:57Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,a810b962-a5c3-5ccb-959d-eff6348f7ef5,,AWS
rl-management-monitoring-role,arn:aws:iam::450518371872:role/rl-management-monitoring-role,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:57Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,3cf7012d-7260-5059-9090-4a5e2e8fca34,,AWS
rl-dna-eu-prod-redshift-scheduler,arn:aws:iam::450518371872:role/rl-dna-eu-prod-redshift-scheduler,UserDirectory/ServiceAccount,IAM Role,"{ ""Name"":""rl-dna-eu-prod-redshift-scheduler"", ""Project"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:57Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,57d55d34-b29e-5367-a23f-5579354f6617,,AWS
rl-dms-test,arn:aws:iam::450518371872:role/rl-dms-test,UserDirectory/ServiceAccount,IAM Role,"{ ""Environment"":""dev"", ""Project"":""Migration"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:57Z,2025-12-10T12:05:59Z,2025-12-10T12:05:59Z,RL-Hybrid-Multitenant,450518371872,3ea4452e-ceab-5f48-af76-37e1a25cb996,,AWS
LandingZoneHandshakeSMLambdaRole,arn:aws:iam::450518371872:role/LandingZoneHandshakeSMLambdaRole,UserDirectory/ServiceAccount,IAM Role,"{ ""region"":""us"", ""role"":""shared"", ""Project"":""shared"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:05:59Z,2025-12-10T12:05:59Z,RL-Hybrid-Multitenant,450518371872,95d92ffa-1ab5-56be-9190-a1288f8092b5,,AWS
LandingZoneLambdaRole,arn:aws:iam::450518371872:role/LandingZoneLambdaRole,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:05:59Z,2025-12-10T12:05:59Z,RL-Hybrid-Multitenant,450518371872,eb54ade8-7cf0-56df-a767-8e991204cdb0,,AWS
AWSReservedSSO_RL_Hybrid_Multitenant_Nitin_61e83edd5672681d,arn:aws:iam::450518371872:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_RL_Hybrid_Multitenant_Nitin_61e83edd5672681d,UserDirectory/ServiceAccount,IAM Role,,b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:01Z,2025-12-10T12:06:01Z,RL-Hybrid-Multitenant,450518371872,65e2b082-ce68-5c50-b2c2-d87226aa7831,,AWS
RI_coverage-role,arn:aws:iam::450518371872:role/RI_coverage-role,UserDirectory/ServiceAccount,IAM Role,"{ ""environment"":""prod"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:01Z,2025-12-10T12:06:01Z,RL-Hybrid-Multitenant,450518371872,d53519da-6426-507b-9baf-ed4caca09ba2,,AWS
rl-dev-sftp-test-role,arn:aws:iam::450518371872:role/rl-dev-sftp-test-role,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""Migration"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:01Z,2025-12-10T12:06:01Z,RL-Hybrid-Multitenant,450518371872,07b50219-de09-5d3e-af70-6185979bca5c,,AWS
rl-dev-sftp-migration,arn:aws:iam::450518371872:role/rl-dev-sftp-migration,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:01Z,2025-12-10T12:06:01Z,RL-Hybrid-Multitenant,450518371872,cc80a776-a61d-51c7-ab6b-bf9f88e1957a,,AWS
rl-dev-microstrategytest,arn:aws:iam::450518371872:role/rl-dev-microstrategytest,UserDirectory/ServiceAccount,IAM Role,"{ ""Environment"":""Dev"", ""Project"":""Migration"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,a4c19d93-3847-537e-9e81-fc7c6b907324,,AWS
migrationhub-discovery,arn:aws:iam::450518371872:role/service-role/migrationhub-discovery,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,5b130b73-bdbb-5b90-82f4-6f814c5b03b6,,AWS
rl-dev-ec2-s3access-role,arn:aws:iam::450518371872:role/rl-dev-ec2-s3access-role,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""Migration"", ""Name"":""s3access"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:01Z,2025-12-10T12:06:01Z,RL-Hybrid-Multitenant,450518371872,99e8dc99-885b-52b4-b179-b86df70a1cd4,,AWS
RI_recommendations_role,arn:aws:iam::450518371872:role/RI_recommendations_role,UserDirectory/ServiceAccount,IAM Role,"{ ""region"":""eu"", ""application"":""dna"", ""environment"":""prod"", ""owner"":""DL-DNA-PLATFORM-SUPPORT@ralphlauren.com"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,8529ce11-1873-5cd6-9bc6-56d1015a7cc6,,AWS
RL-CrossAccount-EC2-Inventory-Lambda-role-aa5utqu3,arn:aws:iam::450518371872:role/service-role/RL-CrossAccount-EC2-Inventory-Lambda-role-aa5utqu3,UserDirectory/ServiceAccount,IAM Role,"{ ""environment"":""prod"", ""owner"":""rl.aws.l2@infosys.com"", ""region"":""eu"", ""application"":""infra"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,c9fa0ca9-4225-5de4-a966-69f7d251ec5e,,AWS
Netezza-POC-TEMP,arn:aws:iam::450518371872:role/Netezza-POC-TEMP,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,9e7aaa7c-8e5f-54db-ab43-9a8e220b4615,,AWS
RI_coverage-role-xw7g47j4,arn:aws:iam::450518371872:role/service-role/RI_coverage-role-xw7g47j4,UserDirectory/ServiceAccount,IAM Role,"{ ""region"":""eu"", ""application"":""dna"", ""environment"":""prod"", ""owner"":""DL-DNA-PLATFORM-SUPPORT@ralphlauren.com"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,40307ec7-0749-5de7-b5fc-e28008e46cf0,,AWS
rds-s3,arn:aws:iam::450518371872:role/rds-s3,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,342ba6a4-9a6f-517f-9388-a6cebd1596e3,,AWS
rds-monitoring-role,arn:aws:iam::450518371872:role/rds-monitoring-role,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,3537b4a2-d560-5974-bda7-5ee59e7215f1,,AWS
LandingZoneDeploymentLambdaRole,arn:aws:iam::450518371872:role/LandingZoneDeploymentLambdaRole,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,c99e4cc3-1490-598b-a423-53fa41933a0e,,AWS
CID-DC-Lambda-Assume-Role-Management-Account,arn:aws:iam::450518371872:role/CID-DC-Lambda-Assume-Role-Management-Account,UserDirectory/ServiceAccount,IAM Role,"{ ""application"":""dna"", ""environment"":""prod"", ""owner"":""DL-DNA-PLATFORM-SUPPORT@ralphlauren.com"", ""region"":""eu"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:05:56Z,2025-12-10T12:06:00Z,2025-12-10T12:06:00Z,RL-Hybrid-Multitenant,450518371872,24dfba69-a0ca-531b-af44-53a7de9c1e39,,AWS
